PLACE,state,utility_name,number,pwsid,total_monitoring_and_reporting_other_violations,total_health_based_violations,more_than_5_violations,IF_MORE_THAN_5_year_of_most_recent_violation,IF_MORE_THAN_5_number_of_violations_2016.2020,VIO_Missing,ERROR_CrossChecked_NoViolationData,IF_LESS_THAN_5_number_vio_2016.2020,IF_LESS_THAN_5_year_of_most_recent_violation,Comments,services_provided,county,institutional_arrangement,rate_change_water,rate_change_sewer,year_or_date_of_last_rates_change,median_household_income_in_2017_u_s_census_bureau,approx_number_of_water_connections_epa_sdwis,service_population_approx,source_water,notes_and_assumptions_about_rates_and_calculated_bills,billing_period_water,base_charge_pricing_water,monthly_gallons_provided_with_base_charge_allowance_water,water_rate_structure,number_of_blocks_water,first_block_maximum_monthly_gallons_water,outside_inside_bill_differential_at_5_000_gallons_water,water_zero_gallons_0_cf,water_zero_gallons_outside_0_cf,water_3_000gallons_401_cf,water_3_000gallons_outside_401_cf,water_4_000gallons_535_cf,water_4_000gallons_outside_535_cf,water_5_000gallons_668_cf,water_5_000gallons_outside_668_cf,water_7_000gallons_936_cf,water_7_000gallons_outside_936_cf,water_10_000gallons_1_337_cf,water_10_000gallons_outside_1_337_cf,water_15_000gallons_2_005_cf,water_15_000gallons_outside_2_005_cf,billing_period_sewer,base_charge_pricing_sewer,monthly_gallons_provided_with_base_charge_allowance_sewer,sewer_rate_structure,number_of_blocks_sewer,first_block_maximum_monthly_gallons_sewer,outside_inside_bill_differential_at_5_000_gallons_sewer,sewer_zero_gallons_0_cf,sewer_zero_gallons_outside_0_cf,sewer_3_000gallons_401_cf,sewer_3_000gallons_outside_401_cf,sewer_4_000gallons_535_cf,sewer_4_000gallons_outside_535_cf,sewer_5_000gallons_668_cf,sewer_5_000gallons_outside_668_cf,sewer_7_000gallons_936_cf,sewer_7_000gallons_outside_936_cf,sewer_10_000gallons_1_337_cf,sewer_10_000gallons_outside_1_337_cf,sewer_15_000gallons_2_005_cf,sewer_15_000gallons_outside_2_005_cf,operating_ratio_fy2018_water,operating_ratio_fy2018_sewer,date_of_last_rates_change,median_household_income_in_2016_census_bureau,implied_rate_structure_for_residential_usage_15_000_gallons_month_water,outside_inside_bill_differential_at_6_000_gallons_water,oper_revenue_oper_expense_inc_depreciation_water,water_6_000gallons_802_cf,water_6_000gallons_outside_802_cf,wastewater_rate_structure,implied_rate_structure_for_residential_usage_15_000_gallons_month_sewer,outside_inside_bill_differential_at_6_000_gallons_sewer,oper_revenue_oper_expense_inc_depreciation_sewer,sewer_6_000gallons_802_cf,sewer_6_000gallons_outside_802_cf,x2016_median_household_income_census,x2016_median_house_value_wi_department_of_revenue,estimated_service_population_epa,number_of_accounts_psc,primary_county,water_planning_region_name,implied_uniform_rate_rate_structure_for_residential_usage_15_000_gals_month,oper_revenue_oper_expense_fy2016,monthly_public_fire_protection_charge,water_1_000gallons_137_cf,water_2_000gallons_267_cf,water_8_000gallons_1_069_cf,water_9_000gallons_1_203_cf,old_institutional_arrangement,old_source_water,old_billing_period_water,monthly_bill,old_water_rate_structure,old_billing_period_sewer,old_sewer_rate_structure,STATE.x,noviolations,NEWMostRecentViolationYear,NEWViolations2016.2020,newviolations_2016_2020,finmostrecentviolationyear,No.CDP,CountyCensusData,BinaryCoLoc,CensusPop_fin,PropNonWhite_All_Census_fin,NonWhite_All_Census_fin,PropNonWhite_no2plus_Census_fin,NonWhite_no2plus_Census_fin,PropHispLat_Census_fin,MedHHI_Census_fin,Under100PovLevel_fin,PropUnder100PovLevel_fin,Under150PovLevel_fin,PropUnder150PovLevel_fin,Under200PovLevel_fin,PropUnder200PovLevel_fin,GiniIndex_Census_fin,CensusWhiteProp_fin,CensusBlackProp_fin,CensusAmIndAKProp_fin,CensusAsianProp_fin,CensusNHPIProp_fin,CensusOtherProp_fin,Census2plusProp_fin,Census2plusOtherProp_fin
Seymour CDP,WI,Seymour,455,WI4450337,1,0,N,NA,NA,,Y,0,2012,,W,NA,Municipality,Yes,NA,4/28/2017,NA,NA,3478,GW,NA,Monthly,Constant,0,Decreasing Block,3,1.00E+05,NA,18.29,NA,32.27,NA,36.93,NA,41.59,NA,50.91,NA,64.89,NA,88.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.25,NA,NA,NA,NA,NA,NA,NA,59444,182200,3478,1480,Outagamie,East Central,Implied Uniform Rate,1.04,8.89,22.95,27.61,55.57,60.23,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,0,2012,0,0,2012,FALSE,0,0,1345,0,0,0,0,0,65063,113,0.08401487,229,0.170260223,267,0.198513011,0.4019,1,0,0,0,0,0,0,0
Shady Dale town,GA,Shady Dale,452,GA1590001,40,0,Y,NA,NA,Y,Y,NA,NA,,W,Jasper County,Municipality,No,NA,9/19/2011,42188,157,400,GW,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,25,NA,29.5,NA,34,NA,38.5,NA,47.5,NA,61,NA,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Uniform Rate,NA,NA,Georgia,0,NA,NA,NA,NA,FALSE,0,0,359,0.51810585,186,0.51810585,186,0.532033426,56375,13,0.037572254,33,0.095375723,143,0.413294798,0.261,0.48189415,0.077994429,0,0,0,0.440111421,0,0
Sharon village,WI,Sharon,456,WI2650145,31,2,Y,2020,24,,,NA,NA,,W,NA,Municipality,Yes,NA,11/22/2017,NA,NA,1549,GW,NA,Monthly,Constant,0,Decreasing Block,4,2500,NA,29.79,NA,39.92,NA,43.04,NA,46.16,NA,52.4,NA,61.76,NA,76.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.28,NA,NA,NA,NA,NA,NA,NA,41125,136300,1549,630,Walworth,Southeastern,Decreasing Block,1.07,17.77,33.22,36.65,55.52,58.64,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,0,2020,24,24,2020,FALSE,0,0,1609,0.12616532,203,0.105655687,170,0.302050963,46513,324,0.201367309,504,0.313238036,645,0.400870106,0.3587,0.87383468,0,0.004972032,0,0,0.100683654,0.020509633,0.009944065
Shawano city,WI,Shawano Lake Sanitary District No. 1,458,WI4590457,2,0,N,NA,NA,,Y,2,2020,,W,NA,Other_Govt,NA,NA,12/10/2013,NA,NA,4950,GW,NA,Quarterly,Constant,0,Decreasing Block,4,2000,NA,8.6,NA,13.95,NA,15.6,NA,17.25,NA,20.55,NA,25.5,NA,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,41467,106900,4950,2500,Shawano,East Central,Decreasing Block,1.2,4.6,10.45,12.3,22.2,23.85,Sanitary District,G,Quarterly,0,Decreasing Block,NA,NA,Wisconsin,0,2020,2,2,2020,FALSE,0,0,8974,0.197236461,1770,0.157677736,1415,0.056830845,45630,1388,0.160277136,2315,0.267321016,3434,0.396535797,0.4614,0.802763539,0.011923334,0.134053934,0.007688879,0.000780031,0.003231558,0.039558725,0
Shawano city,WI,Shawano,457,WI4590456,3,1,N,NA,NA,,Y,1,2020,,W,NA,Municipality,NA,NA,2/28/2015,NA,NA,8330,GW,NA,Monthly,Constant,0,Decreasing Block,4,7480,NA,15.6,NA,23.02,NA,25.49,NA,27.97,NA,32.91,NA,39.15,NA,49.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44,NA,NA,NA,NA,NA,NA,NA,41467,102400,8330,3455,Shawano,East Central,Decreasing Block,1.32,7.1,18.07,20.55,35.14,37.15,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,0,2020,1,1,2020,FALSE,0,0,8974,0.197236461,1770,0.157677736,1415,0.056830845,45630,1388,0.160277136,2315,0.267321016,3434,0.396535797,0.4614,0.802763539,0.011923334,0.134053934,0.007688879,0.000780031,0.003231558,0.039558725,0
Sheboygan city,WI,Sheboygan Sanitary District No. 3,460,WI4600403,0,0,N,NA,NA,,,NA,NA,,W,NA,Other_Govt,NA,NA,12/31/2005,NA,NA,4008,GW,NA,Quarterly,Constant,4,Uniform Rate,0,0,NA,8.78,NA,12.85,NA,15.29,NA,17.73,NA,22.61,NA,29.93,NA,42.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,NA,NA,NA,NA,NA,NA,NA,71679,190700,4008,1756,Sheboygan,Bay Lake,Uniform Rate,1.18,0.82,8.78,10.41,25.05,27.49,Sanitary District,G,Quarterly,0,Uniform Rate,NA,NA,NA,1,NA,0,0,NA,FALSE,0,0,48327,0.203033501,9812,0.168022017,8120,0.104724067,51104,4851,0.102259792,9256,0.195117838,15199,0.32039715,0.3855,0.796966499,0.030003932,0.003559087,0.11751195,0,0.016947048,0.035011484,0.005276553
Sheboygan city,WI,Sheboygan Water Utility,461,WI4600354,3,0,N,NA,NA,,Y,2,2016,,W,NA,Municipality,Yes,NA,1/1/2016,NA,NA,48725,SW,NA,Quarterly,Constant,0,Decreasing Block,3,37400,NA,6.54,NA,12.16,NA,14.03,NA,15.9,NA,19.64,NA,25.26,NA,34.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77,NA,NA,NA,NA,NA,NA,NA,44406,111800,48725,18857,Sheboygan,Bay Lake,Implied Uniform Rate,1.35,2.64,8.41,10.28,21.51,23.38,Municipality,S,Quarterly,0,Decreasing Block,NA,NA,Wisconsin,0,2016,2,2,2016,FALSE,0,0,48327,0.203033501,9812,0.168022017,8120,0.104724067,51104,4851,0.102259792,9256,0.195117838,15199,0.32039715,0.3855,0.796966499,0.030003932,0.003559087,0.11751195,0,0.016947048,0.035011484,0.005276553
Sheboygan Falls city,WI,Sheboygan Falls,459,WI4600455,4,0,N,NA,NA,,Y,0,2013,potential duplicate violation ID,W,NA,Municipality,Yes,NA,2/1/2016,NA,NA,7837,Other,NA,Monthly,Constant,0,Decreasing Block,3,20000,NA,17.52,NA,25.26,NA,27.84,NA,30.42,NA,35.58,NA,43.32,NA,56.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,52410,142500,7837,3252,Sheboygan,Bay Lake,Implied Uniform Rate,1.08,8.76,20.1,22.68,38.16,40.74,Municipality,P,Monthly,1,Decreasing Block,NA,NA,Wisconsin,0,2013,0,0,2013,FALSE,0,0,7893,0.04687698,370,0.036868111,291,0.066641328,57552,525,0.067376797,1044,0.133983573,1990,0.255390144,0.3965,0.95312302,0.001647029,0,0.018624097,0,0.016596985,0.010008869,0
Sheldon village,WI,Sheldon,463,WI8550278,2,5,Y,2016,1,,,NA,NA,,W,NA,Municipality,NA,NA,6/24/1992,NA,NA,265,GW,NA,Quarterly,Constant,3,Uniform Rate,0,0,NA,35.96,NA,43.76,NA,47.66,NA,51.56,NA,59.36,NA,71.06,NA,90.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.46,NA,NA,NA,NA,NA,NA,NA,33958,76000,265,134,Rusk,Northwest,Uniform Rate,0.81,20.29,35.96,39.86,63.26,67.16,Municipality,G,Quarterly,0,Uniform Rate,NA,NA,Wisconsin,0,2016,1,1,2016,FALSE,0,0,231,0.060606061,14,0.056277056,13,0.038961039,38333,22,0.095238095,48,0.207792208,107,0.463203463,0.353,0.939393939,0.03030303,0,0,0,0.025974026,0.004329004,0
Shell Lake city,WI,Shell Lake,464,WI8660304,0,3,N,NA,NA,,,0,2014,,W,NA,Municipality,Yes,NA,10/1/2017,NA,NA,950,GW,NA,Quarterly,Constant,0,Uniform Rate,0,0,NA,15.04,NA,24.94,NA,28.24,NA,31.54,NA,38.14,NA,48.04,NA,64.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.84,NA,NA,NA,NA,NA,NA,NA,38833,128300,950,636,Washburn,Northwest,Uniform Rate,1.27,6.8,18.34,21.64,41.44,44.74,Municipality,G,Quarterly,0,Uniform Rate,NA,NA,Wisconsin,0,2014,0,0,2014,FALSE,0,0,1320,0.058333333,77,0.018939394,25,0.007575758,38152,251,0.205233034,347,0.283728536,539,0.440719542,0.4616,0.941666667,0.009090909,0.006818182,0.003030303,0,0,0.039393939,0
Shellman city,GA,Shellman,453,GA2430001,6,0,Y,NA,NA,Y,Y,NA,NA,,B,Randolph County,Municipality,No,No,3/2/2015,24167,401,1092,GW,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,1,NA,11.32,NA,12.64,NA,13.96,NA,16.6,NA,2.56,NA,27.16,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,1,NA,11.32,NA,12.64,NA,13.96,NA,16.6,NA,2.56,NA,27.16,NA,0.74,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Uniform Rate,Monthly,Uniform Rate with a Cap,Georgia,0,NA,NA,NA,NA,FALSE,0,0,1013,0.695952616,705,0.589338598,597,0,28333,393,0.387956565,452,0.446199408,729,0.71964462,0.5705,0.304047384,0.589338598,0,0,0,0,0.106614018,0
Sherwood village,WI,Sherwood,465,WI4080271,6,0,Y,2013,0,,,NA,NA,,W,NA,Municipality,NA,NA,12/31/2010,NA,NA,2879,Other,NA,Quarterly,Constant,0,Decreasing Block,2,33333,NA,34.61,NA,52.34,NA,58.25,NA,64.16,NA,75.98,NA,93.71,NA,123.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.07,NA,NA,NA,NA,NA,NA,NA,96944,223800,2879,1250,Calumet,East Central,Implied Uniform Rate,1.08,16.61,40.52,46.43,81.89,87.8,Municipality,P,Quarterly,0,Decreasing Block,NA,NA,Wisconsin,0,2013,0,0,2013,FALSE,0,0,2959,0.005407232,16,0.001351808,4,0.017235553,106750,115,0.038969841,191,0.064723822,238,0.080650627,0.3278,0.994592768,0,0.001351808,0,0,0,0.004055424,0
Shiloh city,GA,Shiloh,454,GA1450002,0,1,N,NA,NA,,,0,2014,,W,Harris County,Municipality,Yes,NA,4/1/2019,52813,190,473,GW,Has senior rates.,Monthly,Constant,0,Increasing Block,2,10000,NA,25,NA,37,NA,41,NA,45,NA,53,NA,65,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Increasing Block,NA,NA,Georgia,0,2014,0,0,2014,FALSE,0,0,376,0.218085106,82,0.215425532,81,0.010638298,49688,54,0.143617021,88,0.234042553,107,0.284574468,0.4748,0.781914894,0.215425532,0,0,0,0,0.002659574,0
Shiocton village,WI,Shiocton,466,WI4450415,2,0,N,NA,NA,,Y,0,2015,,W,NA,Municipality,NA,NA,12/20/1994,NA,NA,921,GW,NA,Quarterly,Constant,0,Decreasing Block,3,10000,NA,9.43,NA,16.09,NA,18.31,NA,20.53,NA,24.97,NA,31.63,NA,39.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.75,NA,NA,NA,NA,NA,NA,NA,47368,108300,921,401,Outagamie,East Central,Decreasing Block,1.04,5.68,11.65,13.87,27.19,29.41,Municipality,G,Quarterly,0,Decreasing Block,NA,NA,Wisconsin,0,2015,0,0,2015,FALSE,0,0,854,0.081967213,70,0.078454333,67,0.097189696,50703,82,0.097387173,165,0.195961995,256,0.304038005,0.4274,0.918032787,0,0.009367681,0,0,0.069086651,0.003512881,0.00117096
Shorewood Hills village,WI,Shorewood Hills,468,WI1130236,4,0,N,NA,NA,,,NA,NA,potential duplicate violation ID,W,NA,Municipality,Yes,NA,10/1/2016,NA,NA,1670,Other,NA,Monthly,Constant,0,Decreasing Block,2,93500,NA,18.98,NA,40.03,NA,47.05,NA,54.07,NA,68.11,NA,89.16,NA,124.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.09,NA,NA,NA,NA,NA,NA,NA,123889,591300,1670,625,Dane,Capital Area,Implied Uniform Rate,1.11,7.98,26,33.01,75.13,82.15,Municipality,P,Monthly,1,Decreasing Block,NA,NA,Wisconsin,0,NA,NA,NA,NA,FALSE,0,0,2277,0.133509003,304,0.107597716,245,0.039525692,123200,123,0.054065934,201,0.088351648,312,0.137142857,0.5345,0.866490997,0.022397892,0.008344313,0.064997804,0.002635046,0.009222661,0.025911287,0
Shorewood village,WI,Shorewood,467,WI2410607,3,0,N,NA,NA,,Y,1,2018,,W,NA,Municipality,Yes,NA,1/1/2017,NA,NA,13189,Other,NA,Quarterly,Constant,0,Uniform Rate,0,0,NA,22.1,NA,34.13,NA,38.14,NA,42.15,NA,50.18,NA,62.21,NA,82.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.17,NA,NA,NA,NA,NA,NA,NA,63918,292600,13189,3533,Milwaukee,Southeastern,Uniform Rate,1.26,14.5,26.11,30.12,54.19,58.2,Municipality,P,Quarterly,0,Uniform Rate,NA,NA,Wisconsin,0,2018,1,1,2018,FALSE,0,0,13290,0.12731377,1692,0.101203913,1345,0.029420617,74745,1354,0.10192713,1829,0.137684432,2429,0.182851551,0.5035,0.87268623,0.031000752,0.003009782,0.053197893,0,0.013995485,0.026109857,0
Show Low city,AZ,White Mountain Water Company,435,AZ0409330,20,0,Y,2020,5,,,NA,NA,,W,Navajo,For_Profit,No,NA,4/1/1993,44693,200,500,GW,NA,Monthly,By Meter Size,0,Uniform Rate,NA,NA,NA,17,NA,28.28,NA,32.04,NA,35.8,NA,43.32,NA,54.6,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For_Profit,Groundwater,M,1,Uniform Rate,NA,NA,Arizona,0,2020,5,5,2020,FALSE,0,0,11130,0.113746631,1266,0.095238095,1060,0.197124888,46310,2199,0.199546279,3389,0.30753176,4184,0.379673321,0.4567,0.886253369,0.003683738,0.02228212,0.00952381,0,0.059748428,0.018508535,0
Show Low city,AZ,Show Low,352,AZ0409026,278,0,Y,2020,65,,,NA,NA,,B,Navajo,Municipality,Yes,Yes,7/1/2018,44693,7452,17139,GW,Water base charge includes Water Rights Preservation Fee.,Monthly,By Meter Size,5000,Uniform Rate,NA,NA,1.24,30.9,38.25,30.9,38.25,30.9,38.25,30.9,38.25,36.68,45.47,45.35,56.3,59.8,74.35,Monthly,Constant,0,Non-Volumetric Flat Fee,NA,NA,NA,31.58,NA,31.58,NA,31.58,NA,31.58,NA,31.58,NA,31.58,NA,31.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,Groundwater,M,1,Uniform Rate,M,Non-Volumetric Flat Fee,Arizona,0,2020,65,65,2020,FALSE,0,0,11130,0.113746631,1266,0.095238095,1060,0.197124888,46310,2199,0.199546279,3389,0.30753176,4184,0.379673321,0.4567,0.886253369,0.003683738,0.02228212,0.00952381,0,0.059748428,0.018508535,0
Shullsburg city,WI,Shullsburg,469,WI1330076,0,0,N,NA,NA,,,NA,NA,,W,NA,Municipality,Yes,NA,12/16/2015,NA,NA,1222,GW,NA,Monthly,Constant,0,Decreasing Block,2,17000,NA,22.16,NA,32.6,NA,36.08,NA,39.56,NA,46.52,NA,56.96,NA,74.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.04,NA,NA,NA,NA,NA,NA,NA,42946,85800,1222,641,Lafayette,South Western,Implied Uniform Rate,1.31,14.66,25.64,29.12,50,53.48,Municipality,G,Monthly,1,Decreasing Block,NA,NA,Wisconsin,1,NA,0,0,NA,FALSE,0,0,1327,0.023360965,31,0.01507159,20,0.058025622,47222,173,0.13256705,388,0.297318008,534,0.409195402,0.4148,0.976639035,0.008289375,0,0.006782216,0,0,0.008289375,0
Sierra Vista city,AZ,Pueblo del Sol Water Company,311,AZ0402044,622,0,Y,2020,137,,,NA,NA,,W,Cochise,For_Profit,No,NA,NA,58839,5021,12804,GW,NA,Monthly,By Meter Size,1000,Increasing Block,3,10000,NA,13.45,NA,18.05,NA,20.35,NA,22.65,NA,27.25,NA,34.15,NA,48.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For_Profit,Groundwater,M,1,Increasing Block,NA,NA,Arizona,0,2020,137,137,2020,FALSE,0,0,43398,0.229065856,9941,0.166136688,7210,0.254596986,59585,5398,0.132466258,8855,0.217300613,13535,0.332147239,0.4253,0.770934144,0.076800774,0.013502926,0.044610351,0.006613208,0.024609429,0.062929167,0.010576524
Sierra Vista city,AZ,Arizona Water Company - Sierra Vista,28,AZ0402004,1,0,N,NA,NA,,,0,2015,,W,Cochise,For_Profit,No,NA,3/1/2018,58839,3145,9977,GW,NA,Monthly,By Meter Size,0,Increasing Block,4,2000,NA,22.34,NA,29.02,NA,32.01,NA,35,NA,40.98,NA,53.37,NA,78.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For_Profit,Groundwater,M,1,Increasing Block,NA,NA,Arizona,0,2015,0,0,2015,FALSE,0,0,43398,0.229065856,9941,0.166136688,7210,0.254596986,59585,5398,0.132466258,8855,0.217300613,13535,0.332147239,0.4253,0.770934144,0.076800774,0.013502926,0.044610351,0.006613208,0.024609429,0.062929167,0.010576524
Sierra Vista city,AZ,Cloud Nine Water Company,89,AZ0402009,5,0,N,NA,NA,,Y,1,2018,,B,Cochise,For_Profit,No,No,6/1/1984,58839,95,211,GW,"Sewer volumetric charges are based on 90% of usage that is over the consumption allowance of 2,000 gallons.",Monthly,Constant,2000,Uniform Rate,NA,NA,NA,8,NA,9.25,NA,10.5,NA,11.75,NA,14.25,NA,18,NA,24.25,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,9,NA,10.17,NA,11.34,NA,12.51,NA,14.85,NA,18.36,NA,24.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For_Profit,Groundwater,M,1,Uniform Rate,M,Uniform Rate,Arizona,0,2018,1,1,2018,FALSE,0,0,43398,0.229065856,9941,0.166136688,7210,0.254596986,59585,5398,0.132466258,8855,0.217300613,13535,0.332147239,0.4253,0.770934144,0.076800774,0.013502926,0.044610351,0.006613208,0.024609429,0.062929167,0.010576524
Sierra Vista city,AZ,Southland Utilities Company,360,AZ0402029,5,2,Y,2019,2,,,NA,NA,,W,Cochise,For_Profit,No,NA,9/6/2016,58839,638,1797,GW,Base charge includes monthly WIFA surcharge.,Monthly,By Meter Size,0,Increasing Block,4,2000,NA,26.5,NA,38.5,NA,43.5,NA,48.5,NA,59,NA,75.5,NA,106.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For_Profit,Groundwater,M,1,Increasing Block,NA,NA,Arizona,0,2019,2,2,2019,FALSE,0,0,43398,0.229065856,9941,0.166136688,7210,0.254596986,59585,5398,0.132466258,8855,0.217300613,13535,0.332147239,0.4253,0.770934144,0.076800774,0.013502926,0.044610351,0.006613208,0.024609429,0.062929167,0.010576524
Sierra Vista city,AZ,East Slope Water Company,116,AZ0402028,4,0,N,NA,NA,,Y,0,2015,,W,Cochise,For_Profit,Yes,NA,6/29/2018,58839,736,1987,GW,Water base charge includes surcharge.,Monthly,Constant,0,Increasing Block,3,3000,NA,29.38,NA,34.48,NA,36.94,NA,39.4,NA,44.32,NA,51.7,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For_Profit,Groundwater,M,1,Increasing Block,NA,NA,Arizona,0,2015,0,0,2015,FALSE,0,0,43398,0.229065856,9941,0.166136688,7210,0.254596986,59585,5398,0.132466258,8855,0.217300613,13535,0.332147239,0.4253,0.770934144,0.076800774,0.013502926,0.044610351,0.006613208,0.024609429,0.062929167,0.010576524
Siloam town,GA,Siloam,455,GA1330001,0,0,N,NA,NA,,,NA,NA,,W,Greene County,Municipality,Yes,NA,6/1/2013,28500,167,419,GW,NA,Monthly,Constant,2000,Uniform Rate,NA,NA,NA,2,NA,23,NA,26,NA,29,NA,35,NA,44,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipality,GW,Monthly,1,Uniform Rate,NA,NA,Georgia,1,NA,0,0,NA,FALSE,0,0,334,0.751497006,251,0.751497006,251,0,19750,112,0.335329341,202,0.604790419,216,0.646706587,0.6726,0.248502994,0.724550898,0,0.026946108,0,0,0,0
